# c-balanced sequence
# n=92
# c=2
# mode=weak
# latin=true
# guarantee=2-balanced
# rows=items, cols=days, entry=player
66,31,19,73,4,76,68,84,79,65,33,22,62,29,71,5,16,57,41,52,88,81,12,44,75,28,82,40,43,24,21,14,25,39,55,78,38,15,89,49,26,69,85,27,59,8,42,61,37,91,70,18,23,53,83,36,7,74,54,60,35,63,30,87,64,45,48,72,32,10,77,2,6,17,3,13,11,80,46,51,20,86,67,50,90,9,58,47,92,56,1,34
81,26,54,30,36,85,87,23,64,10,51,19,3,38,58,90,42,20,91,17,34,56,47,55,74,50,1,7,60,15,77,86,80,33,84,45,72,8,35,2,92,5,71,25,9,12,66,48,73,29,79,32,27,24,67,6,28,13,4,49,11,46,14,65,75,76,68,53,70,52,40,39,83,21,37,89,16,69,78,61,44,62,43,18,82,41,59,63,57,88,31,22
83,14,90,76,21,46,70,91,75,43,39,27,59,2,6,50,69,40,32,78,63,61,49,89,29,87,67,11,54,37,13,44,53,57,23,58,41,80,86,9,82,34,31,68,52,65,20,10,16,5,36,66,88,62,47,55,45,15,22,56,51,24,73,92,71,74,3,42,19,18,8,30,64,1,85,25,72,84,81,60,79,12,77,48,7,38,28,4,26,17,35,33
72,1,31,25,12,60,79,82,3,53,47,66,30,24,17,9,18,52,85,71,28,92,68,59,37,33,70,45,10,39,35,22,32,61,4,42,19,81,51,67,54,36,83,11,40,7,63,88,77,89,44,13,75,46,86,48,78,90,41,26,76,57,84,50,27,21,38,23,8,69,5,20,58,55,43,34,62,15,64,56,2,73,87,91,6,29,16,74,65,80,14,49
69,28,16,41,78,45,15,18,5,48,77,89,4,7,35,23,64,55,38,65,53,80,6,60,57,88,21,12,73,46,87,34,74,27,85,26,29,42,62,56,43,3,61,84,75,70,13,58,72,81,14,30,33,8,79,39,82,20,40,17,31,1,59,37,9,91,86,2,49,63,92,10,47,67,52,76,50,24,19,22,90,71,66,36,25,68,44,54,83,51,11,32
74,13,15,44,8,88,54,43,86,26,83,11,84,41,34,63,47,14,51,50,25,67,73,76,66,20,22,79,38,36,68,64,71,49,56,1,59,91,48,6,18,17,39,69,2,19,4,45,90,62,28,24,92,40,60,61,52,33,89,21,58,3,7,32,16,57,46,80,12,82,29,35,9,70,87,31,78,30,65,75,23,42,85,37,27,55,10,53,77,81,5,72
68,7,62,42,92,20,49,58,29,55,36,57,37,5,13,81,80,77,33,75,82,35,40,10,16,52,72,2,3,8,31,90,23,24,9,30,70,12,27,21,71,44,32,78,50,15,41,51,74,38,87,85,83,65,22,64,54,69,11,91,48,88,25,19,6,28,47,56,26,53,34,17,59,66,14,4,1,73,79,63,60,18,84,76,67,45,89,61,46,39,43,86
79,27,11,2,51,67,1,6,10,56,86,48,87,75,85,61,21,22,37,39,24,19,64,32,4,91,26,46,69,14,62,17,84,66,89,65,63,25,52,16,47,72,77,23,76,55,73,18,53,60,80,35,68,59,49,42,43,30,5,81,34,29,83,36,15,31,90,58,7,44,74,33,45,50,57,40,20,54,9,41,13,88,28,3,92,12,8,82,71,78,38,70
65,33,57,80,38,34,17,39,32,81,90,72,40,45,31,54,60,59,84,74,12,44,83,30,9,78,25,58,82,7,47,92,86,79,28,5,87,76,50,20,13,53,88,29,67,1,43,8,46,56,16,3,41,6,2,70,73,10,23,71,14,55,61,66,4,37,27,63,85,89,75,21,51,22,48,18,77,91,11,26,68,36,35,64,19,49,52,42,15,24,62,69
71,18,24,63,35,66,61,50,52,89,28,69,73,91,88,19,36,70,76,29,90,45,14,92,85,41,53,27,31,83,42,43,48,58,10,15,77,68,37,3,55,64,74,34,4,22,82,86,49,26,21,57,12,11,9,25,32,72,75,78,38,80,51,62,1,81,8,67,87,79,16,54,46,60,6,84,65,7,56,17,39,44,59,47,30,5,33,2,23,13,20,40
2,70,22,16,9,40,47,46,49,4,78,67,8,23,21,26,43,71,53,62,5,76,18,15,1,6,80,56,55,30,81,88,19,60,38,7,51,75,65,36,85,11,59,89,63,33,54,17,64,84,50,20,79,37,82,44,66,87,12,39,45,42,28,69,77,13,24,34,41,35,68,57,3,32,91,61,92,86,72,52,83,31,48,10,74,14,27,73,90,29,58,25
77,87,59,65,10,23,73,44,17,14,12,20,32,46,25,56,68,11,3,42,72,48,54,8,86,34,63,49,13,64,41,24,35,2,75,61,39,66,33,74,28,78,90,57,91,30,27,47,15,31,29,7,22,18,52,51,19,85,92,58,67,36,9,53,5,40,70,55,83,84,71,62,69,80,82,88,37,89,38,45,76,4,81,60,16,43,50,6,1,79,26,21
